https://heasarc.gsfc.nasa.gov/cgi-bin/W3Browse/w3browse.pl

Results from heasarc_ngc2000: NGC2000.0: Complete New General Catalog and Index Catalog
Coordinate system:  Equatorial, angular diameter in minutes of arc
|name    |ra     |dec   |app_mag|app_mag_flag|limit_ang_diameter|ang_diameter|source_type|lii   |bii   |ref_revision|constellation|description                                          |class                                              |
|NGC 2495|08 00.6|+39 50|       |            |                  |  0.4       |Gx         |180.49| 29.68|V           |Lyn          |follows 2493 2' or 3', eF, vS                        |                                             GALAXY|
|IC 3697 |12 43.0|+39 50| 17.0  |p           |                  |  0.7       |Gx         |130.25| 77.17|M           |CVn          |vF, S, N; neb*?                                      |                                             GALAXY|
|IC 4048 |13 00.6|+39 50|       |            |                  |            |U          |115.00| 77.15|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|IC 4064 |13 01.1|+39 50|       |            |                  |            |U          |114.57| 77.14|D           |CVn          |pF, S, R, bM; spir?                                  |                                       UNIDENTIFIED|
|IC 4563 |15 36.0|+39 50| 14.0  |p           |                  |  0.7       |Gx         | 64.17| 53.78|M           |Boo          |vF, vS, N                                            |                                             GALAXY|
|NGC 2192|06 15.2|+39 51| 11.0  |p           |                  |  6.0       |OC         |173.41| 10.64|S           |Aur          |Cl, cL, C, iF, st vS                                 |                                  OPEN STAR CLUSTER|
|IC 4560 |15 35.8|+39 51|       |            |                  |            |U          | 64.20| 53.82|D           |Boo          |vF, vS; 5966 sf                                      |                                       UNIDENTIFIED|
|IC 4062 |13 01.0|+39 52|       |            |                  |            |U          |114.68| 77.11|D           |CVn          |vF, cS, iF, N                                        |                                       UNIDENTIFIED|
|NGC 6646|18 29.6|+39 52| 13.0  |p           |                  |            |Gx         | 68.04| 20.93|R           |Lyr          |F, S, iF                                             |                                             GALAXY|
|IC 406  |05 17.8|+39 53|       |            |                  |            |OC         |167.71|  1.21|X           |Aur          |eF, neb or eS neb Cl                                 |                                  OPEN STAR CLUSTER|
|NGC 3648|11 22.6|+39 53| 13.0  |p           |                  |            |Gx         |172.54| 67.62|R           |UMa          |pB, S, pmE, bMN = close ** ?                         |                                             GALAXY|
|NGC 4145|12 10.0|+39 53| 11.0  |            |                  |  5.8       |Gx         |154.28| 74.62|S           |CVn          |B, vL, vglbM                                         |                                             GALAXY|
|IC 4068 |13 01.3|+39 54|       |            |                  |            |U          |114.45| 77.07|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|IC 4073 |13 01.4|+39 55|       |            |                  |            |U          |114.38| 77.05|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|IC 4165 |13 05.0|+39 55|       |            |                  |            |U          |111.38| 76.91|D           |CVn          |F, cS, p dif                                         |                                       UNIDENTIFIED|
|NGC 2476|07 56.7|+39 56| 13.0  |p           |                  |            |Gx         |180.20| 28.97|R           |Lyn          |vS* in eF, S neb                                     |                                             GALAXY|
|IC 3945 |12 58.5|+39 56|       |            |                  |            |U          |116.85| 77.11|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|IC 4067 |13 01.3|+39 56|       |            |                  |            |U          |114.48| 77.03|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|IC 4101 |13 02.2|+39 56|       |            |                  |            |U          |113.72| 77.00|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|NGC 5625|14 27.0|+39 57| 15.0  |p           |                  |            |Gx         | 71.98| 66.44|R           |Boo          |vF, S, R, gbM                                        |                                             GALAXY|
|IC 403  |05 15.3|+39 58|       |            |                  |            |U          |167.36|  0.86|D           |Aur          |eF, eS, R                                            |                                       UNIDENTIFIED|
|IC 3920 |12 56.8|+39 58|       |            |                  |            |U          |118.32| 77.11|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|IC 4161 |13 04.6|+39 59|       |            |                  |            |U          |111.78| 76.86|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|NGC 5313|13 49.7|+39 59| 13.0  |p           |                  |  1.9       |Gx         | 83.43| 72.37|S           |CVn          |pB, pS, vlE, glbM, f of 2                            |                                             GALAXY|
|NGC 6685|18 39.9|+39 59|       |            |                  |            |U          | 68.85| 19.11|DD          |Lyr          |eeF, vS, R, v diffic, sp of 2                        |                                       UNIDENTIFIED|
|NGC 5311|13 49.0|+40 00| 13.0  |p           |                  |            |Gx         | 83.77| 72.45|R           |CVn          |cF, cS, R, sbM, p of 2                               |                                             GALAXY|
|IC 1289 |18 29.8|+40 00|       |            |                  |            |U          | 68.19| 20.94|D           |Lyr          |eeF, pS, lE, 3 st nr                                 |                                       UNIDENTIFIED|
|IC 4772 |18 39.9|+40 00| 15.0  |p           |                  |  1.1       |Gx         | 68.87| 19.11|U           |Lyr          |eF, eS; 6685 f 2s , 2'.7 s                           |                                             GALAXY|
|IC 311  |03 16.8|+40 01| 16.0  |p           |                  |  1.9       |Gx         |150.93|-14.82|U           |Per          |eF, pS, iR, bet 2 st, vF* v close f                  |                                             GALAXY|
|IC 4155 |13 04.2|+40 01|       |            |                  |            |U          |112.14| 76.84|D           |CVn          |vF, S, iF, dif                                       |                                       UNIDENTIFIED|
|NGC 6663|18 33.5|+40 03| 15.0  |p           |                  |            |Gx         | 68.48| 20.28|R           |Lyr          |eeF, pS, R, v diffic                                 |                                             GALAXY|
|IC 3878 |12 54.5|+40 04|       |            |                  |            |U          |120.32| 77.05|D           |CVn          |vF, vS, bM, spir                                     |                                       UNIDENTIFIED|
|NGC 6675|18 37.4|+40 04| 13.0  |p           |                  |            |Gx         | 68.76| 19.58|R           |Lyr          |vF, E, 45"                                           |                                             GALAXY|
|IC 3982 |12 59.3|+40 05|       |            |                  |            |U          |116.26| 76.94|D           |CVn          |F, vS, R, bM, bet 2 st 13                            |                                       UNIDENTIFIED|
|NGC 1077|02 46.1|+40 05| 16.0  |p           |                  |            |Gx         |145.59|-17.69|R           |Per          |vF, pL, E                                            |                                             GALAXY|
|IC 3850 |12 52.7|+40 06| 15.0  |p           |                  |  0.9       |Gx         |121.86| 77.03|M           |CVn          |pF, vS, iF, N                                        |                                             GALAXY|
|IC 4114 |13 02.7|+40 06|       |            |                  |            |U          |113.45| 76.82|D           |CVn          |vF, S, viF, N                                        |                                       UNIDENTIFIED|
|NGC 2782|09 14.1|+40 07| 11.5  |            |                  |  3.8       |Gx         |182.15| 43.68|S           |Lyn          |cB, R, mbMBN                                         |                                             GALAXY|
|NGC 6686|18 40.1|+40 08| 15.0  |p           |                  |            |Gx         | 69.01| 19.12|R           |Lyr          |eeF, eS, R, v diffic, nf of 2                        |                                             GALAXY|
|NGC 2844|09 21.8|+40 09| 12.9  |            |                  |  1.9       |Gx         |182.12| 45.15|S           |Lyn          |cF, cS                                               |                                             GALAXY|
|NGC 2852|09 23.2|+40 10| 14.0  |p           |                  |  1.2       |Gx         |182.09| 45.42|S           |Lyn          |vF, cS, R, *10 p 2', 1st of 2                        |                                             GALAXY|
|IC 3836 |12 51.1|+40 11|       |            |                  |            |U          |123.22| 76.94|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|NGC 6819|19 41.3|+40 11|  7.3  |            |                  |  5.0       |OC         | 73.98|  8.48|S           |Cyg          |Cl, vL, vRi, st 11...15                              |                                  OPEN STAR CLUSTER|
|NGC 2853|09 23.3|+40 12| 14.0  |p           |                  |  2.0       |Gx         |182.05| 45.44|S           |Lyn          |vF, S, vgbM, 2nd of 2                                |                                             GALAXY|
|IC 3835 |12 50.9|+40 12|       |            |                  |            |U          |123.39| 76.93|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|IC 4143 |13 03.8|+40 12|       |            |                  |            |U          |112.63| 76.68|D           |CVn          |F, S, iF                                             |                                       UNIDENTIFIED|
|IC 4168 |13 05.2|+40 13|       |            |                  |            |U          |111.52| 76.61|D           |CVn          |F, vS, R, bM, *13 sp                                 |                                       UNIDENTIFIED|
|IC 3780 |12 47.1|+40 14|       |            |                  |            |U          |126.58| 76.86|D           |CVn          |F, vS, bM, spir                                      |                                       UNIDENTIFIED|
|NGC 7379|22 47.4|+40 14| 14.0  |p           |                  |            |Gx         | 98.68|-16.73|R           |Lac          |eF, S, R, lbM                                        |                                             GALAXY|
|IC 4135 |13 03.6|+40 15| 16.0  |p           |                  |  1.0       |Gx         |112.84| 76.64|U           |CVn          |vF, cS, iF, N                                        |                                             GALAXY|
|IC 1294 |18 49.9|+40 15|       |            |                  |            |U          | 69.82| 17.41|D           |Lyr          |eeF, S, iR, v diffic, F* close nf                    |                                       UNIDENTIFIED|
|IC 1318 |20 22.2|+40 15|       |            |                  |240.0       |U          | 78.14|  1.87|D           |Cyg          |gamma Cyg, surr by L patches of F neby               |                                       UNIDENTIFIED|
|NGC 6320|17 12.9|+40 16| 15.0  |p           |                  |            |Gx         | 64.74| 35.30|R           |Her          |eF, *13 p 0s .5                                      |                                             GALAXY|
|NGC 5353|13 53.5|+40 17| 11.1  |            |                  |  2.8       |Gx         | 82.59| 71.63|S           |CVn          |pB, S, R, 2nd of 4                                   |                                             GALAXY|
|NGC 5358|13 54.1|+40 17| 14.0  |p           |                  |            |Gx         | 82.35| 71.54|R           |CVn          |vF, vS, R, 2 vF st inv                               |                                             GALAXY|
|IC 3887 |12 54.7|+40 18|       |            |                  |            |U          |120.20| 76.81|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|IC 4035 |13 00.3|+40 18|       |            |                  |            |U          |115.57| 76.70|D           |CVn          |vF, S, viF, diffic                                   |                                       UNIDENTIFIED|
|NGC 5354|13 53.5|+40 18| 11.5  |            |                  |  2.3       |Gx         | 82.63| 71.61|S           |CVn          |pF, S, R, 3rd of 4                                   |                                             GALAXY|
|NGC 5601|14 22.9|+40 18| 15.0  |p           |                  |            |Gx         | 73.66| 66.98|R           |Boo          |vF, bet 5598 and 5603                                |                                             GALAXY|
|NGC 5598|14 22.5|+40 19| 14.0  |p           |                  |            |Gx         | 73.79| 67.04|R           |Boo          |F, vS, R, bM                                         |                                             GALAXY|
|NGC 7282|22 26.0|+40 19| 15.0  |p           |                  |            |Gx         | 95.09|-14.56|R           |Lac          |eF, pL, dif, bet 3 st                                |                                             GALAXY|
|NGC 5355|13 53.8|+40 21| 14.0  |p           |                  |            |Gx         | 82.63| 71.54|R           |CVn          |vF, pS, 4th of 4                                     |                                             GALAXY|
|IC 3842 |12 51.6|+40 22|       |            |                  |            |U          |122.80| 76.76|D           |CVn          |vF, cS, dif; neb* np 0'.5                            |                                       UNIDENTIFIED|
|NGC 5350|13 53.4|+40 22| 11.4  |            |                  |  3.2       |Gx         | 82.83| 71.58|S           |CVn          |cF, pL, bM, *7 p, 1st of 4                           |                                             GALAXY|
|NGC 5603|14 23.1|+40 22| 14.0  |p           |                  |            |Gx         | 73.77| 66.91|R           |Boo          |cF, pS, R, gbM                                       |                                             GALAXY|
|IC 3782 |12 47.3|+40 23|       |            |                  |            |U          |126.36| 76.72|D           |CVn          |F, vS, R, bM                                         |                                       UNIDENTIFIED|
|IC 3909 |12 56.0|+40 23|       |            |                  |            |U          |119.15| 76.71|D           |CVn          |vF, vS, R, bM                                        |                                       UNIDENTIFIED|
|NGC 5093|13 19.6|+40 23| 15.0  |p           |                  |            |Gx         |101.00| 75.52|R           |CVn          |vF, S, R, lbM                                        |                                             GALAXY|
|IC 3903 |12 55.6|+40 24|       |            |                  |            |U          |119.48| 76.70|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|IC 3970 |12 59.2|+40 24|       |            |                  |            |U          |116.53| 76.63|D           |CVn          |F, vS, E 120deg , *15 att p                          |                                       UNIDENTIFIED|
|NGC 6695|18 42.7|+40 24| 14.0  |p           |                  |            |Gx         | 69.46| 18.75|R           |Lyr          |vF, S, irrE ns, vlbM                                 |                                             GALAXY|
|IC 4100 |13 02.0|+40 25| 15.0  |p           |                  |  1.5       |Gx         |114.27| 76.53|U           |CVn          |pF, cS, iF, 3 wings                                  |                                             GALAXY|
|IC 397  |05 01.1|+40 26|       |            |                  |            |U          |165.37| -1.03|D           |Aur          |F, S                                                 |                                       UNIDENTIFIED|
|IC 3928 |12 57.3|+40 26|       |            |                  |            |U          |118.10| 76.64|D           |CVn          |vF, pL, dif, *13 att                                 |                                       UNIDENTIFIED|
|IC 4203 |13 08.3|+40 26|       |            |                  |            |U          |109.32| 76.25|D           |CVn          |eF, S, dif                                           |                                       UNIDENTIFIED|
|NGC 5390|13 57.3|+40 26|       |            |                  |            |-          | 81.49| 70.98|R           |CVn          |F, L, vgbM, *9 nf; = 5371?                           |                                       UNIDENTIFIED|
|NGC 5950|15 31.5|+40 26| 15.0  |p           |                  |            |Gx         | 65.40| 54.54|R           |Boo          |vF, S, R, S* np                                      |                                             GALAXY|
|IC 3769 |12 46.8|+40 28|       |            |                  |            |U          |126.75| 76.63|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|IC 3906 |12 55.8|+40 28|       |            |                  |            |U          |119.34| 76.63|D           |CVn          |vF, S, iF, N                                         |                                       UNIDENTIFIED|
|IC 3996 |12 59.5|+40 28|       |            |                  |            |U          |116.32| 76.56|D           |CVn          |F, vS, sbM *                                         |                                       UNIDENTIFIED|
|NGC 5371|13 55.7|+40 28| 10.8  |            |                  |  4.4       |Gx         | 82.17| 71.19|S           |CVn          |pB, L, R, bMFN                                       |                                             GALAXY|
|NGC 5708|14 38.3|+40 28| 14.0  |p           |                  |            |Gx         | 70.99| 64.26|R           |Boo          |F, pL, E 0deg +/- , gbM                              |                                             GALAXY|
|IC 4018 |13 00.0|+40 29|       |            |                  |            |U          |115.93| 76.53|D           |CVn          |vF, S, iF, N                                         |                                       UNIDENTIFIED|
|NGC 477 |01 21.3|+40 29| 14.0  |p           |                  |            |Gx         |129.05|-22.03|R           |And          |vF, pS, vlE, vglbM                                   |                                             GALAXY|
|NGC 6150|16 25.8|+40 30| 15.0  |p           |                  |            |Gx         | 64.24| 44.25|R           |Her          |vF, vS, R                                            |                                             GALAXY|
|NGC 7248|22 16.9|+40 30| 14.0  |p           |                  |  2.1       |Gx         | 93.71|-13.44|S           |Lac          |vF, vS, mbM                                          |                                             GALAXY|
|IC 4024 |13 00.1|+40 31|       |            |                  |            |U          |115.87| 76.49|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|NGC 5704|14 37.9|+40 31|       |            |                  |            |-          | 71.16| 64.31|R           |Boo          |F, cS, lE 0deg +/-                                   |                                       UNIDENTIFIED|
|IC 4117 |13 02.8|+40 32|       |            |                  |            |U          |113.72| 76.39|D           |CVn          |vF, S, iF, neb*                                      |                                       UNIDENTIFIED|
|IC 3783 |12 47.4|+40 34| 14.0  |p           |                  |  0.6       |Gx         |126.23| 76.54|M           |CVn          |pF, S, iF, N                                         |                                             GALAXY|
|NGC 6180|16 30.5|+40 34| 15.0  |p           |                  |            |Gx         | 64.35| 43.36|R           |Her          |eF, vS, R, mbM                                       |                                             GALAXY|
|IC 4060 |13 00.8|+40 35| 15.0  |p           |                  |  0.7       |Gx         |115.35| 76.41|M           |CVn          |vF, cS, iF, N                                        |                                             GALAXY|
|NGC 6184|16 31.5|+40 35| 15.0  |p           |                  |            |Gx         | 64.37| 43.17|R           |Her          |eF, vS, R, vlbM                                      |                                             GALAXY|
|NGC 7250|22 18.3|+40 35| 13.0  |p           |                  |            |Gx         | 93.99|-13.53|R           |Lac          |vF, S, mE 165deg +/-                                 |                                             GALAXY|
|IC 3768 |12 46.7|+40 36|       |            |                  |            |U          |126.78| 76.49|D           |CVn          |vF, S, iF, N                                         |                                       UNIDENTIFIED|
|IC 3808 |12 49.0|+40 36| 15.0  |p           |                  |  0.6       |Gx         |124.92| 76.52|M           |CVn          |pF, S, iF, N, *14 f 0'.5                             |                                             GALAXY|
|IC 3993 |12 59.5|+40 36|       |            |                  |            |U          |116.40| 76.43|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|NGC 5772|14 51.7|+40 36| 14.0  |p           |                  |  2.3       |Gx         | 69.24| 61.83|S           |Boo          |pB, pL, lE, pslbM, *8 np                             |                                             GALAXY|
|IC 295  |03 11.0|+40 37|       |            |                  |            |U          |149.63|-14.91|D           |Per          |eF, pS, R                                            |                                       UNIDENTIFIED|
|IC 1889 |03 11.0|+40 37|       |            |                  |            |U          |149.63|-14.91|D           |Per          |F, R, vgbM                                           |                                       UNIDENTIFIED|
|IC 296  |03 11.1|+40 37| 16.0  |p           |                  |  2.8       |Gx         |149.65|-14.90|U           |Per          |eF, pS, irr R, F D* p                                |                                             GALAXY|
|IC 3778 |12 47.0|+40 37| 16.0  |p           |                  |            |Gx         |126.54| 76.48|Z           |CVn          |pF, S, R, bM                                         |                                             GALAXY|
|IC 3787 |12 47.7|+40 37|       |            |                  |            |U          |125.97| 76.49|D           |CVn          |F, vS, iF, N                                         |                                       UNIDENTIFIED|
|IC 294  |03 10.9|+40 38|       |            |                  |            |U          |149.61|-14.91|D           |Per          |vF, pS, irr R                                        |                                       UNIDENTIFIED|
|IC 3810 |12 49.1|+40 39|       |            |                  |            |U          |124.83| 76.47|D           |CVn          |cF, cS, iF, N                                        |                                       UNIDENTIFIED|
|NGC 6013|15 52.9|+40 39| 14.0  |p           |                  |            |Gx         | 64.88| 50.48|R           |Her          |eF, vS, iR, lbM                                      |                                             GALAXY|
|NGC 6175|16 29.9|+40 39| 15.0  |p           |                  |            |Gx         | 64.46| 43.48|R           |Her          |vF, vS, R                                            |                                             GALAXY|
|NGC 6058|16 04.4|+40 41| 13.0  |p           |                  |  0.4       |Pl         | 64.67| 48.31|S           |Her          |pF, vS, R, stellar                                   |                                   PLANETARY NEBULA|
|IC 3726 |12 44.7|+40 42| 16.0  |p           |                  |  1.7       |Gx         |128.35| 76.36|U           |CVn          |F, cS, E 145deg , bM                                 |                                             GALAXY|
|IC 3795 |12 48.1|+40 43| 16.0  |p           |                  |  0.5       |Gx         |125.62| 76.39|M           |CVn          |F, S, iF, N                                          |                                             GALAXY|
|IC 3723 |12 44.5|+40 44|       |            |                  |  0.4       |Gx         |128.50| 76.32|V           |CVn          |pF, vS, R, bM                                        |                                             GALAXY|
|NGC 206 |00 40.6|+40 44|       |            |                  |            |C+N        |120.72|-22.09|R           |And          |vF, vL, mE 0deg                                      |                                  OPEN STAR CLUSTER|
|NGC 3104|10 03.9|+40 45| 13.0  |p           |                  |  3.2       |Gx         |180.31| 53.09|S           |LMi          |eF, pL, E, vF* inv                                   |                                             GALAXY|
|IC 1887 |03 10.2|+40 45|       |            |                  |            |U          |149.43|-14.88|D           |Per          |*12 close sf                                         |                                       UNIDENTIFIED|
|NGC 6745|19 01.6|+40 45| 13.0  |p           |                  |            |Gx         | 71.16| 15.53|R           |Lyr          |vF, lE ns                                            |                                             GALAXY|
|IC 292  |03 10.3|+40 46|       |            |                  |  1.2       |Gx         |149.43|-14.85|V           |Per          |eF, pS, R, * s, bet 2 st                             |                                             GALAXY|
|IC 3849 |12 52.6|+40 46|       |            |                  |            |U          |122.00| 76.36|D           |CVn          |vF, vS, iF, N, *14 nf                                |                                       UNIDENTIFIED|
|IC 320  |03 26.0|+40 47|       |            |                  |            |Gx         |151.99|-13.21|X           |Per          |eF, pS, R, vF* close p                               |                                             GALAXY|
|IC 3758 |12 45.9|+40 47| 15.0  |p           |                  |            |Gx         |127.36| 76.30|Z           |CVn          |pF, S, neb*                                          |                                             GALAXY|
|NGC 6910|20 23.1|+40 47|  7.4  |            |                  |  8.0       |OC         | 78.68|  2.03|S           |Cyg          |Cl, pB, pS, P, pC, st 10...12                        |                                  OPEN STAR CLUSTER|
|IC 309  |03 16.1|+40 48|       |            |                  |  1.0       |Gx         |150.38|-14.24|V           |Per          |eeF, pS, R, bet 2 st                                 |                                             GALAXY|
|NGC 6141|16 23.1|+40 48|       |            |                  |            |?          | 64.66| 44.76|AA          |Her          |vF, pS, no Nucl                                      |                                       UNIDENTIFIED|
|NGC 6173|16 29.8|+40 49| 14.0  |p           |                  |  2.2       |Gx         | 64.69| 43.50|S           |Her          |cF, vS, R, bM                                        |                                             GALAXY|
|NGC 1212|03 08.6|+40 51|       |            |                  |            |Gx         |149.11|-14.95|R           |Per          |eF, S, R, Algol nr                                   |                                             GALAXY|
|IC 3854 |12 53.2|+40 51|       |            |                  |            |U          |121.53| 76.27|D           |CVn          |vF, pL, dif, diffic, *15 f                           |                                       UNIDENTIFIED|
|NGC 7640|23 22.1|+40 51| 10.9  |            |                  | 10.7       |Gx         |105.24|-18.93|S           |And          |cF, L, mE 164deg , vlbM, r                           |                                             GALAXY|
|NGC 6174|16 29.7|+40 51| 15.0  |p           |                  |            |Gx         | 64.73| 43.52|R           |Her          |vF                                                   |                                             GALAXY|
|NGC 6339|17 17.1|+40 51| 13.0  |p           |                  |  3.4       |Gx         | 65.58| 34.58|S           |Her          |vF, L, iR, sp of 2                                   |                                             GALAXY|
|NGC 1003|02 39.3|+40 52| 11.5  |            |                  |  5.4       |Gx         |144.01|-17.55|S           |Per          |pF, L, E 90deg +/- , mbM, r                          |                                             GALAXY|
|NGC 221 |00 42.7|+40 52|  8.2  |            |                  |  7.6       |Gx         |121.15|-21.97|S           |And          |! vvB, L, R, psmbMN; = M32                           |                                             GALAXY|
|IC 3823 |12 49.7|+40 53|       |            |                  |            |U          |124.31| 76.24|D           |CVn          |vF, vS, iF, N                                        |                                       UNIDENTIFIED|
|NGC 6146|16 25.2|+40 53| 14.0  |p           |                  |            |Gx         | 64.78| 44.37|R           |Her          |cF, vS, R, bM                                        |                                             GALAXY|
|IC 1883 |03 09.7|+40 54| 16.0  |p           |                  |  1.1       |Gx         |149.26|-14.80|U           |Per          |S, R, vgbM                                           |                                             GALAXY|
|NGC 980 |02 35.5|+40 54| 13.0  |p           |                  |            |Gx         |143.31|-17.82|R           |And          |vF, pS, sp of 2                                      |                                             GALAXY|
|NGC 2785|09 15.2|+40 55| 15.0  |p           |                  |            |Gx         |181.04| 43.90|R           |Lyn          |eF, pS, iE, sev eF st inv                            |                                             GALAXY|
|NGC 6147|16 25.1|+40 55| 16.0  |p           |                  |            |Gx         | 64.82| 44.39|AA          |Her          |eF, one of 3                                         |                                             GALAXY|
|NGC 6160|16 27.7|+40 55| 15.0  |p           |                  |  2.1       |Gx         | 64.82| 43.89|S           |Her          |cF, pL, R, gbM, r                                    |                                             GALAXY|
|NGC 6138|16 22.9|+40 56|       |            |                  |            |?          | 64.85| 44.80|AA          |Her          |vF, vS, R, bM                                        |                                       UNIDENTIFIED|
|NGC 6145|16 25.0|+40 56| 15.0  |p           |                  |            |Gx         | 64.85| 44.40|R           |Her          |F, R, bM                                             |                                             GALAXY|
|NGC 3468|10 57.4|+40 57| 14.0  |p           |                  |            |Gx         |175.03| 62.81|R           |UMa          |F, eS, R, bM                                         |                                             GALAXY|
|NGC 982 |02 35.4|+40 57| 14.0  |p           |                  |            |Gx         |143.27|-17.78|R           |And          |F, S, nf of 2                                        |                                             GALAXY|
|IC 290  |03 09.7|+40 59| 15.0  |p           |                  |  1.2       |Gx         |149.22|-14.73|U           |Per          |eeF, S, R                                            |                                             GALAXY|
|IC 1884 |03 09.7|+40 59|       |            |                  |            |U          |149.22|-14.73|D           |Per          |S, E npsf, diffic, *12 close f                       |                                       UNIDENTIFIED|
|NGC 5410|14 00.7|+41 00| 14.0  |p           |                  |            |Gx         | 81.59| 70.12|R           |CVn          |pF, pS, bM                                           |                                             GALAXY|
|NGC 7223|22 10.2|+41 00| 13.0  |p           |                  |            |Gx         | 92.95|-12.30|R           |Lac          |eF, pS, lE, r, am 3 st                               |                                             GALAXY|
|NGC 4655|12 43.6|+41 02| 15.0  |p           |                  |            |Gx         |129.05| 76.00|R           |CVn          |vF, vS, stellar, *15 f                               |                                             GALAXY|
|IC 1304 |19 35.5|+41 02|       |            |                  |            |U          | 74.21|  9.85|D           |Cyg          |F neby                                               |                                       UNIDENTIFIED|
|IC 258  |02 49.8|+41 03| 16.0  |p           |                  |  1.7       |Gx         |145.79|-16.51|U           |Per          |vF, vlbM, *9.5 f 2'                                  |                                             GALAXY|
|NGC 6343|17 17.3|+41 03| 14.0  |p           |                  |            |Gx         | 65.82| 34.57|R           |Her          |vF, S, lE, nf of 2                                   |                                             GALAXY|
|NGC 7197|22 02.9|+41 03| 14.0  |p           |                  |            |Gx         | 91.86|-11.44|R           |Lac          |F, cS, cE, vglbM, er                                 |                                             GALAXY|
|NGC 2281|06 49.3|+41 04|  5.4  |            |                  | 15.0       |OC         |174.99| 17.06|S           |Aur          |Cl, pRi, vlC, st pL                                  |                                  OPEN STAR CLUSTER|
|NGC 2860|09 24.9|+41 04| 15.0  |p           |                  |            |Gx         |180.80| 45.73|R           |Lyn          |vF, vS, R, gbM                                       |                                             GALAXY|
|IC 259  |02 50.1|+41 04|       |            |                  |            |U          |145.83|-16.47|D           |Per          |vF, double, dist 17"                                 |                                       UNIDENTIFIED|
|NGC 5992|15 44.4|+41 05| 14.0  |p           |                  |  1.1       |Gx         | 65.87| 52.03|S           |Boo          |vF, vS, R, bM, sp of 2                               |                                             GALAXY|
|NGC 3179|10 18.0|+41 06| 14.0  |p           |                  |            |Gx         |178.92| 55.65|R           |UMa          |S, R, bMN, in line with 2 st                         |                                             GALAXY|
|IC 293  |03 10.9|+41 07| 15.0  |p           |                  |  0.2       |Gx         |149.34|-14.49|M           |Per          |eF, S, R                                             |                                             GALAXY|
|NGC 4736|12 50.9|+41 07|  8.2  |            |                  | 11.0       |Gx         |123.35| 76.01|S           |CVn          |vB, L, iR, vsvmbMBN, r; = M94                        |                                             GALAXY|
|NGC 5993|15 44.5|+41 07| 14.0  |p           |                  |            |Gx         | 65.91| 52.01|R           |Boo          |cF, vS, R, bM, nf of 2                               |                                             GALAXY|
|IC 1888 |03 11.0|+41 08|       |            |                  |            |U          |149.35|-14.47|D           |Per          |vF, S                                                |                                       UNIDENTIFIED|
|IC 3668 |12 41.5|+41 08|       |            |                  |            |U          |130.60| 75.85|D           |CVn          |pF, pS, iF, N                                        |                                       UNIDENTIFIED|
|IC 3669 |12 41.6|+41 08|       |            |                  |            |U          |130.53| 75.85|D           |CVn          |F, pS, iF, N                                         |                                       UNIDENTIFIED|
|NGC 6363|17 22.7|+41 08| 14.0  |p           |                  |            |Gx         | 66.10| 33.58|R           |Her          |vF, S, R, gbM                                        |                                             GALAXY|
|NGC 4618|12 41.5|+41 09| 10.8  |            |                  |  4.4       |Gx         |130.59| 75.83|S           |CVn          |B, L, E, mbM, curved branch n                        |                                             GALAXY|
|IC 3667 |12 41.5|+41 09|       |            |                  |            |U          |130.59| 75.83|D           |CVn          |cB, pL, E 55deg , bM                                 |                                       UNIDENTIFIED|
|IC 3713 |12 44.1|+41 10| 15.0  |p           |                  |  0.6       |Gx         |128.60| 75.88|M           |CVn          |F, pS, dif, *13 sf 1'                                |                                             GALAXY|
|IC 308  |03 16.3|+41 11|       |            |                  |            |Gx         |150.19|-13.90|X           |Per          |eF, pS, iR, r?                                       |                                             GALAXY|
|NGC 5886|15 12.7|+41 13| 15.0  |p           |                  |            |Gx         | 68.11| 57.86|R           |Boo          |F, vS, R, bM                                         |                                             GALAXY|
|IC 1311 |20 10.3|+41 13| 13.0  |p           |                  | 60.0       |C+N        | 77.69|  4.28|S           |Cyg          |eF, within circle of st                              |                                  OPEN STAR CLUSTER|
|NGC 1086|02 47.9|+41 15| 13.0  |p           |                  |            |Gx         |145.36|-16.49|R           |Per          |vF, pS, D* nr                                        |                                             GALAXY|
|NGC 4625|12 41.9|+41 16| 12.3  |            |                  |  2.4       |Gx         |130.22| 75.73|S           |CVn          |pF, S, R                                             |                                             GALAXY|
